ensembl_gene_id gene_symbol entrezgene_id
ENSRNOG00000008252 Spink4 408233
ENSRNOG00000054212 Pde1a 81529
ENSRNOG00000013480 Ing2 290744
ENSRNOG00000057655 Olr850 298042
ENSRNOG00000049708 Wdr62 103689973
ENSRNOG00000049708 NEWGENE_1306714 103689973
ENSRNOG00000031356 Olr544 405940
ENSRNOG00000030180 Lrrc10b 309208
ENSRNOG00000030406 Olr641 404839
ENSRNOG00000056257 Cacng7 140728
ENSRNOG00000016274 Zfp580 308336
ENSRNOG00000008490 Cwc15 300361
ENSRNOG00000056886 Mir291b 100526632
ENSRNOG00000002080 Urb1 304104
ENSRNOG00000014259 Mycl 298506
ENSRNOG00000020583 Fcgrt 29558
ENSRNOG00000013074 Wt1 24883
ENSRNOG00000021161 Fermt3 309186
ENSRNOG00000014253 Pax2 293992
ENSRNOG00000020386 Ash1l 310638
ENSRNOG00000029939 Gypc 364837
ENSRNOG00000010957 Braf 114486
ENSRNOG00000012366 Mesd 308796
ENSRNOG00000027183 Zfyve9 313477
ENSRNOG00000052995 LOC100911405 100911405
ENSRNOG00000012262 Depdc7 295971
ENSRNOG00000008885 Chst11 314694
ENSRNOG00000048133 Olr1358 287077
ENSRNOG00000026807 LOC362863 362863
ENSRNOG00000016070 Trpc3 60395
ENSRNOG00000006901 Cd320 362851
ENSRNOG00000006926 Atp6v0d2 297932
ENSRNOG00000012100 Ssbp1 54304
ENSRNOG00000004218 Klhl28 299103
ENSRNOG00000004829 Immp1l 691145
ENSRNOG00000012098 Adcyap1r1 24167
ENSRNOG00000018243 Ubfd1 293454
ENSRNOG00000017307 Prss23 308807
ENSRNOG00000002951 Ccnb3 317389
ENSRNOG00000050251 MGC105649 302884
ENSRNOG00000005765 Ap4s1 366618
ENSRNOG00000008115 Arhgap11a 296060
ENSRNOG00000050377 LOC684171 684171
ENSRNOG00000024845 Mrps21 689432
ENSRNOG00000018177 Dhrs2 691464
ENSRNOG00000050328 Olr75 365327
ENSRNOG00000048361 Olr558 295799
ENSRNOG00000005061 Dlst 299201
ENSRNOG00000053494 Mcpt1l1 100360872
ENSRNOG00000020519 Olfm2 313783
ENSRNOG00000052097 Mir547 100314138
ENSRNOG00000051939 Olr665 404827
ENSRNOG00000048961 Bhlhe41 117095
ENSRNOG00000004723 Fcf1 299198
ENSRNOG00000002858 Olr1432 287321
ENSRNOG00000048942 Olr1237 100911939
ENSRNOG00000048942 LOC100911939 100911939
ENSRNOG00000048942 Olr1237 405315
ENSRNOG00000048942 LOC100911939 405315
ENSRNOG00000006919 Clvs1 366311
ENSRNOG00000013663 Tmem86a 308602
ENSRNOG00000048056 LOC100911109 83623
ENSRNOG00000048056 Spag4 83623
ENSRNOG00000060103 Bex4 501624
ENSRNOG00000014987 Mdfi 501097
ENSRNOG00000016368 Ppp1r14c 171010
ENSRNOG00000001613 Zbtb11 304010
ENSRNOG00000021035 Rpl18 81766
ENSRNOG00000029322 Olr1767 302824
ENSRNOG00000014850 Amhr2 29530
ENSRNOG00000005336 Prss27 287108
ENSRNOG00000046282 Mir6326 102466149
ENSRNOG00000058724 Thap6 305244
ENSRNOG00000047589 Olr162 405295
ENSRNOG00000003587 Vegfd 360457
ENSRNOG00000005193 Pfas 287420
ENSRNOG00000028941 Zbed3 361881
ENSRNOG00000046945 Olr163 293309
ENSRNOG00000053850 Rdh5 366791
ENSRNOG00000011927 Sdc3 116673
ENSRNOG00000019950 Peli3 309157
ENSRNOG00000037658 Gprasp2 317405
ENSRNOG00000027564 Tsga10ip 361707
ENSRNOG00000049796 Olr1228 100910899
ENSRNOG00000049796 LOC100911845 100910899
ENSRNOG00000049796 LOC100910899 100910899
ENSRNOG00000009203 RGD1561795 500945
ENSRNOG00000004751 Jkamp 299127
ENSRNOG00000010843 Nhlrc3 310416
ENSRNOG00000037060 Odf3b 500917
ENSRNOG00000029830 Adm2 399475
ENSRNOG00000011647 S100a6 85247
ENSRNOG00000000165 Pfkfb1 24638
ENSRNOG00000045959 LOC100362856 100362856
ENSRNOG00000061118 LOC102551095 102551095
ENSRNOG00000048248 LOC100910446 100910446
ENSRNOG00000020495 Eif3k 292762
ENSRNOG00000005450 Lsm11 501688
ENSRNOG00000021579 Mpp6 362359
ENSRNOG00000043189 Trub2 366012
ENSRNOG00000021405 Cyp2c7 29298
ENSRNOG00000011404 Chkb 29367
ENSRNOG00000052273 RGD1305713 100363116
ENSRNOG00000052273 LOC100363116 100363116
ENSRNOG00000052273 RGD1305713 293059
ENSRNOG00000052273 LOC100363116 293059
ENSRNOG00000013491 Setx 362096
ENSRNOG00000015035 Myo7b 498834
ENSRNOG00000018839 Ntrk2 25054
ENSRNOG00000054378 Aqp2 25386
ENSRNOG00000056476 Slc22a13 316062
ENSRNOG00000020876 Bax 24887
ENSRNOG00000036794 Asb16 498005
ENSRNOG00000021294 Mstn 29152
ENSRNOG00000018781 Map1s 290640
ENSRNOG00000025110 Vwa3a 293449
ENSRNOG00000050057 Abca3 302973
ENSRNOG00000001376 Mettl7a 315306
ENSRNOG00000008629 Secisbp2l 296115
ENSRNOG00000057635 LOC103694624 103694624
ENSRNOG00000057635 LOC103694624 108353327
ENSRNOG00000053234 Cnot3 308311
ENSRNOG00000049330 Mrpl30 103693219
ENSRNOG00000049330 NEWGENE_1308196 103693219
ENSRNOG00000049330 Mrpl30 301352
ENSRNOG00000049330 NEWGENE_1308196 301352
ENSRNOG00000022303 Pdf 690214
ENSRNOG00000011194 Tpp2 81815
ENSRNOG00000020626 Snrnp25 287170
ENSRNOG00000014456 Coq10b 301416
ENSRNOG00000007446 Apip 295961
ENSRNOG00000010594 LOC500124 500124
ENSRNOG00000048932 Smagp 300236
ENSRNOG00000028703 Slc39a6 291733
ENSRNOG00000003506 Gosr2 64154
ENSRNOG00000001241 Iqce 304318
ENSRNOG00000007354 Trpa1 312896
ENSRNOG00000028983 Prp15 24687
ENSRNOG00000022438 Jmjd4 287359
ENSRNOG00000018044 Phyh 114209
ENSRNOG00000010052 Olr555 295798
ENSRNOG00000050253 Mir3543-2 104796627
ENSRNOG00000022712 Bend7 361275
ENSRNOG00000013456 Ighmbp2 29532
ENSRNOG00000017127 Rpl28 64638
ENSRNOG00000010037 Epb41 313052
ENSRNOG00000006983 Nr2c1 252924
ENSRNOG00000000221 Abhd5 316122
ENSRNOG00000008575 Aoc1 65029
ENSRNOG00000035535 Mir10a 100313996
ENSRNOG00000034272 Pias1 300772
ENSRNOG00000042967 RGD1562683 360700
ENSRNOG00000001860 Ccdc116 287936
ENSRNOG00000018089 Sra1 252891
ENSRNOG00000006726 Zfp9 100158232
ENSRNOG00000009042 Sec24c 685144
ENSRNOG00000017612 Vps35 25479
ENSRNOG00000024085 Tmem237 316412
ENSRNOG00000046735 Olr1090 366844
ENSRNOG00000046735 Olr1090 299570
ENSRNOG00000046735 Olr1090 299553
ENSRNOG00000011582 Rab3d 140665
ENSRNOG00000002294 Snx29 689142
ENSRNOG00000039383 Fam71f2 500060
ENSRNOG00000047717 Mir3562 100526577
ENSRNOG00000036558 Mir20b 100314201
ENSRNOG00000023858 Prss39 363215
ENSRNOG00000027992 Dscam 171119
ENSRNOG00000018296 Anapc10 361389
ENSRNOG00000015192 Mrps5 296134
ENSRNOG00000029064 Zcchc4 360946
ENSRNOG00000008048 Plscr2 315883
ENSRNOG00000008048 Plscr1 315883
ENSRNOG00000008048 Plscr2 117540
ENSRNOG00000008048 Plscr1 117540
ENSRNOG00000036661 Rab40b 303754
ENSRNOG00000018795 Rpl18a 290641
ENSRNOG00000010146 Ndn 308690
ENSRNOG00000019840 Mdp1 290230
ENSRNOG00000024210 Nlrc3 287070
ENSRNOG00000025141 Kiz 311502
ENSRNOG00000027468 Slc6a15 282712
ENSRNOG00000035532 Mir101-2 100313988
ENSRNOG00000058920 Coa8 299341
ENSRNOG00000022703 Mrgprb5 404644
ENSRNOG00000001692 Chaf1b 288242
ENSRNOG00000007029 Dnaja1 65028
ENSRNOG00000019533 Klhl3 498697
ENSRNOG00000025011 Chd8 65027
ENSRNOG00000007678 Zfp263 287076
ENSRNOG00000057877 LOC100910721 100910721
ENSRNOG00000005266 Amdhd1 299735
ENSRNOG00000010375 Slc39a2 305846
ENSRNOG00000001958 Ift57 303968
ENSRNOG00000008323 Pitpnm3 287467
ENSRNOG00000008237 Unc13b 64830
ENSRNOG00000052093 Smok2a 292316
ENSRNOG00000014866 Pign 309051
ENSRNOG00000053430 Slco4a1 171144
ENSRNOG00000046042 Ndp 100909913
ENSRNOG00000046042 LOC100909913 100909913
ENSRNOG00000046042 Ndp 363443
ENSRNOG00000046042 LOC100909913 363443
ENSRNOG00000059507 Lamc3 311862
ENSRNOG00000014509 Sacs 305940
ENSRNOG00000061039 Prpf31 292536
ENSRNOG00000022597 Cenpj 305909
ENSRNOG00000003797 Mrps7 113958
ENSRNOG00000013734 Dnai1 500442
ENSRNOG00000033824 Gpd2 25062
ENSRNOG00000042729 Efhc1 301295
ENSRNOG00000059947 Sdc1 25216
ENSRNOG00000000800 Man1a1 294410
ENSRNOG00000060530 Cdc34 299602
ENSRNOG00000021276 Bmp2 29373
ENSRNOG00000002908 Slc35a4 257647
ENSRNOG00000039850 Pigp 288238
ENSRNOG00000003803 Zdhhc17 366889
ENSRNOG00000003991 Ankar 501138
ENSRNOG00000050748 Dpp9 301130
ENSRNOG00000055221 Acot1 50559
ENSRNOG00000048967 LOC688459 688459
ENSRNOG00000029893 Rwdd3 65026
ENSRNOG00000052609 LOC108348752 108348752
ENSRNOG00000048635 Vom2r27 286914
ENSRNOG00000031247 Lekr1 361953
ENSRNOG00000060011 Vpreb3 103694871
ENSRNOG00000060011 LOC103694871 103694871
ENSRNOG00000020167 Reep5 364838
ENSRNOG00000013519 Tll2 365460
ENSRNOG00000012012 Pinx1 305963
ENSRNOG00000021066 Olr322 405036
ENSRNOG00000002497 Anos1 100362450
ENSRNOG00000024181 Tpsab1 54271
ENSRNOG00000033496 Igdcc4 363081
ENSRNOG00000019802 Zfp428 361519
ENSRNOG00000027271 RGD1359290 360649
ENSRNOG00000015222 Tent5c 310721
ENSRNOG00000018334 Ctu1 292847
ENSRNOG00000006508 Thnsl2 297332
ENSRNOG00000046647 Impad1 103689950
ENSRNOG00000046647 Impad1 312952
ENSRNOG00000055765 Rasl10b 103694863
ENSRNOG00000055765 LOC103694863 103694863
ENSRNOG00000026143 Ckap2l 680515
ENSRNOG00000014079 Stat4 367264
ENSRNOG00000014079 Stat1 367264
ENSRNOG00000014079 Stat4 25124
ENSRNOG00000014079 Stat1 25124
ENSRNOG00000024309 Cox6b1 688869
ENSRNOG00000004499 Gpr135 314213
ENSRNOG00000018310 Eno4 292138
ENSRNOG00000049270 Ppp2r3b 682033
ENSRNOG00000046297 Klk1c10 292858
ENSRNOG00000046297 LOC100911689 292858
ENSRNOG00000048712 Ccdc137 688298
ENSRNOG00000023412 Tmem241 680558
ENSRNOG00000033835 Dnm1 140694
ENSRNOG00000020294 Scgb1d2 309203
ENSRNOG00000012303 Apobec2 301226
ENSRNOG00000048878 Smim24 100366121
ENSRNOG00000023850 Tbrg1 300521
ENSRNOG00000011040  680142
ENSRNOG00000014191 Zfp395 305972
ENSRNOG00000049271 Rad51ap2 100360197
ENSRNOG00000018421 Aen 361594
ENSRNOG00000006217 Wiz 314598
ENSRNOG00000047993 Olr964 108348039
ENSRNOG00000047993 LOC108348039 108348039
ENSRNOG00000047993 Olr964 405533
ENSRNOG00000047993 LOC108348039 405533
ENSRNOG00000000903 Asl 59085
ENSRNOG00000000075 Mtf2 360905
ENSRNOG00000016206 Uvrag 308846
ENSRNOG00000020305 Scgb2a1 25010
ENSRNOG00000020305 Scgb2a2 25010
ENSRNOG00000000549 Tspyl1 29544
ENSRNOG00000003544 Tbx4 303399
ENSRNOG00000015550 Ptgds 25526
ENSRNOG00000000111 Coprs 290925
ENSRNOG00000018739 Pax7 500574
ENSRNOG00000042690 Zmat4 684961
ENSRNOG00000000888 Sbds 288615
ENSRNOG00000004165 Prkd1 85421
ENSRNOG00000017170 Med4 306030
ENSRNOG00000056411 hist1h2ail2 100360754
ENSRNOG00000056411 Hist1h2an 100360754
ENSRNOG00000056411 Hist1h2ac 100360754
ENSRNOG00000056411 Hist1h2ai 100360754
ENSRNOG00000056411 LOC684773 100360754
ENSRNOG00000056411 hist1h2ail2 684773
ENSRNOG00000056411 Hist1h2an 684773
ENSRNOG00000056411 Hist1h2ac 684773
ENSRNOG00000056411 Hist1h2ai 684773
ENSRNOG00000056411 LOC684773 684773
ENSRNOG00000056411 hist1h2ail2 502129
ENSRNOG00000056411 Hist1h2an 502129
ENSRNOG00000056411 Hist1h2ac 502129
ENSRNOG00000056411 Hist1h2ai 502129
ENSRNOG00000056411 LOC684773 502129
ENSRNOG00000056411 hist1h2ail2 306970
ENSRNOG00000056411 Hist1h2an 306970
ENSRNOG00000056411 Hist1h2ac 306970
ENSRNOG00000056411 Hist1h2ai 306970
ENSRNOG00000056411 LOC684773 306970
ENSRNOG00000056411 hist1h2ail2 306962
ENSRNOG00000056411 Hist1h2an 306962
ENSRNOG00000056411 Hist1h2ac 306962
ENSRNOG00000056411 Hist1h2ai 306962
ENSRNOG00000056411 LOC684773 306962
ENSRNOG00000058365 Ifna2 298213
ENSRNOG00000046636 RGD1562378 100912564
ENSRNOG00000046636 Hist2h4 100912564
ENSRNOG00000046636 Hist1h4m 100912564
ENSRNOG00000046636 Hist1h2ao 100912564
ENSRNOG00000046636 LOC100912564 100912564
ENSRNOG00000046636 LOC100912489 100912564
ENSRNOG00000046636 Hist2h4a 100912564
ENSRNOG00000046636 Hist1h4b 100912564
ENSRNOG00000046636 RGD1562378 102548682
ENSRNOG00000046636 Hist2h4 102548682
ENSRNOG00000046636 Hist1h4m 102548682
ENSRNOG00000046636 Hist1h2ao 102548682
ENSRNOG00000046636 LOC100912564 102548682
ENSRNOG00000046636 LOC100912489 102548682
ENSRNOG00000046636 Hist2h4a 102548682
ENSRNOG00000046636 Hist1h4b 102548682
ENSRNOG00000046636 RGD1562378 502913
ENSRNOG00000046636 Hist2h4 502913
ENSRNOG00000046636 Hist1h4m 502913
ENSRNOG00000046636 Hist1h2ao 502913
ENSRNOG00000046636 LOC100912564 502913
ENSRNOG00000046636 LOC100912489 502913
ENSRNOG00000046636 Hist2h4a 502913
ENSRNOG00000046636 Hist1h4b 502913
ENSRNOG00000046636 RGD1562378 364723
ENSRNOG00000046636 Hist2h4 364723
ENSRNOG00000046636 Hist1h4m 364723
ENSRNOG00000046636 Hist1h2ao 364723
ENSRNOG00000046636 LOC100912564 364723
ENSRNOG00000046636 LOC100912489 364723
ENSRNOG00000046636 Hist2h4a 364723
ENSRNOG00000046636 Hist1h4b 364723
ENSRNOG00000018649 Slc35c2 311637
ENSRNOG00000057176 Olr1660 291172
ENSRNOG00000033529 Amy1a 24203
ENSRNOG00000006391 Smarcad1 312398
ENSRNOG00000047606 Bcl2a1 170929
ENSRNOG00000054008 Scamp5 65171
ENSRNOG00000024730 Ppm1e 360593
ENSRNOG00000004185 Mon2 314894
ENSRNOG00000017166 Mycbp 100361133
ENSRNOG00000023622 LOC100910021 100910021
ENSRNOG00000029571 Coq10a 362810
ENSRNOG00000026957 Ms4a15 365408
ENSRNOG00000032070 Dync2h1 65209
ENSRNOG00000033263 Olr1069 362821
ENSRNOG00000014386 Olr1096 302027
ENSRNOG00000047213 Gnpda1 683570
ENSRNOG00000047782 LOC100911562 100911562
ENSRNOG00000047782 RGD1309808 100911562
ENSRNOG00000008106 Shmt2 299857
ENSRNOG00000017352 Ctdnep1 287447
ENSRNOG00000007023 Galm 313843
ENSRNOG00000018845 Snapc4 362088
ENSRNOG00000009143 Lrrc57 311346
ENSRNOG00000047455 Cdhr3 686932
ENSRNOG00000032845 Prl3d2 691552
ENSRNOG00000032845 Prl3d2 103690150
ENSRNOG00000002828 Tob1 170842
ENSRNOG00000009222 Epha2 366492
ENSRNOG00000054838 Mcrs1 300222
ENSRNOG00000004685 Mta3 100362346
ENSRNOG00000018996 Phf7 364510
ENSRNOG00000026195 LOC689725 689725
ENSRNOG00000001130 Nos1 24598
ENSRNOG00000008941 Ets1 24356
ENSRNOG00000018448 Cend1 100911402
ENSRNOG00000018448 LOC100911402 100911402
ENSRNOG00000009799 Dpagt1 300668
ENSRNOG00000028207 Colgalt2 289081
ENSRNOG00000018847 Stx5 65134
ENSRNOG00000011321 Rftn1 501095
ENSRNOG00000020500 Clk2 365842
ENSRNOG00000020500 Scamp3 365842
ENSRNOG00000020500 Clk2 65169
ENSRNOG00000020500 Scamp3 65169
ENSRNOG00000008046 Tmem30b 314224
ENSRNOG00000020073 Pcdhb8 680020
ENSRNOG00000020603 Angptl6 298698
ENSRNOG00000012199 Sox2 499593
ENSRNOG00000007349 Ascc2 498402
ENSRNOG00000005775 Phf14 500030
ENSRNOG00000059219 Myo15a 501699
ENSRNOG00000006623 Cd302 295629
ENSRNOG00000039207 Ccdc71l 500640
ENSRNOG00000002382 Mfap4 287382
ENSRNOG00000002382 LOC102553715 287382
ENSRNOG00000006335 Klhl9 313348
ENSRNOG00000030719 Csmd1 364634
ENSRNOG00000038115 Defb37 652921
ENSRNOG00000014341 Btbd10 308890
ENSRNOG00000036659 Fn3k 498034
ENSRNOG00000012954 Eefsec 500255
ENSRNOG00000031834 Nkain4 296469
ENSRNOG00000008045 Slamf9 289235
ENSRNOG00000019108 Rmi1 306734
ENSRNOG00000019441 LOC108348086 108348086
ENSRNOG00000019441 Hsd3b2 108348086
ENSRNOG00000019441 LOC108348086 29632
ENSRNOG00000019441 Hsd3b2 29632
ENSRNOG00000010799 Noct 310395
ENSRNOG00000049151 Csap1 171161
ENSRNOG00000020587 Efemp2 293677
ENSRNOG00000010934 Spa17 85244
ENSRNOG00000006087 Rnf20 313216
ENSRNOG00000038569 Hsfy2 316409
ENSRNOG00000042912 Mycbpap 494192
ENSRNOG00000056194 LOC100912405 100912405
ENSRNOG00000056194 LOC100912026 100912405
ENSRNOG00000008447 Tmem132d 288750
ENSRNOG00000009803 LOC100362176 100362176
ENSRNOG00000013413 Rorb 309288
ENSRNOG00000054479 Zw10 363059
ENSRNOG00000013957 Spag11a 246305
ENSRNOG00000033123 Pcdhb20 680203
ENSRNOG00000028456 Ush1g 287819
ENSRNOG00000011156 Clstn3 171393
ENSRNOG00000005620 Lcp2 155918
ENSRNOG00000057751 Gdf2 290921
ENSRNOG00000036743  103691230
ENSRNOG00000019670 Wdr3 310720
ENSRNOG00000053045 Wscd2 360824
ENSRNOG00000012473 Cflar 117279
ENSRNOG00000014338 Slc25a25 246771
ENSRNOG00000054026 Mrgprg 309133
ENSRNOG00000015157 Smtnl2 679629
ENSRNOG00000024594 Fhdc1 295161
ENSRNOG00000007081 Xdh 497811
ENSRNOG00000039971 Ctla2a 498690
ENSRNOG00000057096 Gnai1 25686
ENSRNOG00000032832 Mmp10 117061
ENSRNOG00000000542 Dnah8 207117
ENSRNOG00000001492 Slc8a2 140447
ENSRNOG00000011756 Phf3 363210
ENSRNOG00000005113 Nkx1-1 298981
ENSRNOG00000031141 Tmem89 501056
ENSRNOG00000058645 Tnc 116640
ENSRNOG00000053004 LOC102551080 102551080
ENSRNOG00000050582 LOC108348189 100910472
ENSRNOG00000050582 Commd5 100910472
ENSRNOG00000050582 LOC108348189 108348189
ENSRNOG00000050582 Commd5 108348189
ENSRNOG00000050582 LOC108348189 245974
ENSRNOG00000050582 Commd5 245974
ENSRNOG00000001324 Asmt 246281
ENSRNOG00000002320 Commd8 289603
ENSRNOG00000000164 Lamp2 24944
ENSRNOG00000009745 Ppp3cc 171378
ENSRNOG00000053869 Ppp1r3d 689995
ENSRNOG00000054022 LOC103693823 103693384
ENSRNOG00000054022 LOC103693384 103693384
ENSRNOG00000050100 Exoc1l 686911
ENSRNOG00000042503 Ndufv2 81728
ENSRNOG00000003724 Mrpl27 287635
ENSRNOG00000002178 Mrps18c 289469
ENSRNOG00000018719 Cir1 362149
ENSRNOG00000046379 LOC100912604 100912604
ENSRNOG00000046379 Srm 100912604
ENSRNOG00000010610 Hpgd 79242
ENSRNOG00000011635 Ces2e 192257
ENSRNOG00000048600 RGD1562423 501902
ENSRNOG00000013203 LOC312273 312273
ENSRNOG00000016798 Pla2g2f 690388
ENSRNOG00000018532 Pcgf5 681178
ENSRNOG00000019749 Ube2j2 298689
ENSRNOG00000004458 Ston2 314349
ENSRNOG00000000938 Ran 84509
ENSRNOG00000010681 Pitx2 54284
ENSRNOG00000007713 Tmcc3 314751
ENSRNOG00000014746 Dzip1l 315952
ENSRNOG00000032739 Da2-19 302729
ENSRNOG00000025181 Pigu 353304
ENSRNOG00000010691 Cmtm3 291813
ENSRNOG00000019987 Scand1 362252
ENSRNOG00000045842 Olr103 293242
ENSRNOG00000006002 Stk35 311419
ENSRNOG00000014285 Ssh2 303342
ENSRNOG00000033060 Olr98 293240
ENSRNOG00000037509 Chek2 114212
ENSRNOG00000030687 Olr1620 290018
ENSRNOG00000052348 Vpreb1 303782
ENSRNOG00000014265 Tnfrsf19 290300
ENSRNOG00000015974 Tmem208 291963
ENSRNOG00000019760 Oxnad1 306270
ENSRNOG00000010981 Gtf3c5 362095
ENSRNOG00000047384 Pigz 303872
ENSRNOG00000034236 C2cd4a 691703
ENSRNOG00000035562 Mir30c2 100314012
ENSRNOG00000048359 Defb15 641645
ENSRNOG00000048754 Mir378b 102465146
ENSRNOG00000007650 Cd63 29186
ENSRNOG00000035484 Mir425 100314108
ENSRNOG00000027811 Lilrb4 292594
ENSRNOG00000011777 Spag5 252918
ENSRNOG00000053405 Rpap3 300189
ENSRNOG00000019785 Phtf1 252962
ENSRNOG00000025602 Cdk4 94201
ENSRNOG00000029458 Vom2r15 690680
ENSRNOG00000035620 Mir22 100314001
ENSRNOG00000030910 Grik4 24406
ENSRNOG00000031743 Gbp2 171164
ENSRNOG00000033837 Cdh9 29163
ENSRNOG00000009552 Serinc3 296350
ENSRNOG00000030355 Mroh1 100125385
ENSRNOG00000003243 Wdr81 303312
ENSRNOG00000060661 Olr1318 405980
ENSRNOG00000053109 Mrpl53 362388
ENSRNOG00000053109 LOC103692169 362388
ENSRNOG00000004747 Slc30a8 299903
ENSRNOG00000050089 RGD1563334 502999
ENSRNOG00000013215 Dctd 290741
ENSRNOG00000008030 Shc2 314612
ENSRNOG00000013746 Senp3 303245
ENSRNOG00000025787 Spag6l 360747
ENSRNOG00000016583 RGD1561517 499927
ENSRNOG00000049688 Mir6334 102465168
ENSRNOG00000031522 LOC689840 689840
ENSRNOG00000047977 Tcim 100910163
ENSRNOG00000047977 LOC684871 100910163
ENSRNOG00000009862 Olfm1 93667
ENSRNOG00000001164 Tff1 117270
ENSRNOG00000051792 LOC689959 689959
ENSRNOG00000030452 Rimbp3 303785
ENSRNOG00000036576 Zdhhc6 361771
ENSRNOG00000053845 Hist1h2bl 306969
ENSRNOG00000017405 Raly 296301
ENSRNOG00000025930 Chst13 500257
ENSRNOG00000017226 Slc2a4 25139
ENSRNOG00000047000 Fuom 100911225
ENSRNOG00000047000 LOC100911225 100911225
ENSRNOG00000052550 Olr1314 103693060
ENSRNOG00000052550 LOC103693060 103693060
ENSRNOG00000032300 Rpl39l 497860
ENSRNOG00000005138 Pip4k2c 140607
ENSRNOG00000005298 Zfp513 313913
ENSRNOG00000058588 Nfxl1 289595
ENSRNOG00000002135 Sgcb 680229
ENSRNOG00000022919 Chst8 308511
ENSRNOG00000017346 Myt1 362291
ENSRNOG00000006360 Reg3a 171162
ENSRNOG00000061008  102555975
ENSRNOG00000014093 Tom1 361370
ENSRNOG00000008146 Tox2 311615
ENSRNOG00000020193 Runx2 367218
ENSRNOG00000055734  100362996
ENSRNOG00000021557 Olr1605 289923
ENSRNOG00000028544  288393
ENSRNOG00000008683 Alk 266802
ENSRNOG00000057869 Olr347 405031
ENSRNOG00000020347 Nup98 81738
ENSRNOG00000020817 Cyp2a2 24895
ENSRNOG00000020817 Cyp2a1 24895
ENSRNOG00000020817 Cyp2a3 24895
ENSRNOG00000020817 Cyp2a2 24894
ENSRNOG00000020817 Cyp2a1 24894
ENSRNOG00000020817 Cyp2a3 24894
ENSRNOG00000020817 Cyp2a2 24299
ENSRNOG00000020817 Cyp2a1 24299
ENSRNOG00000020817 Cyp2a3 24299
ENSRNOG00000033088 LOC499715 499715
ENSRNOG00000018870 Hapln2 64057
ENSRNOG00000049836 Olr652 404831
ENSRNOG00000049836 Olr658 404831
ENSRNOG00000061316 Ulbp1 102547056
ENSRNOG00000007044 L3mbtl1 311613
ENSRNOG00000056918 LOC102547734 102547734
ENSRNOG00000027004 Olr760 405957
ENSRNOG00000010752 Tmem41b 361626
ENSRNOG00000000394 Srgn 56782
ENSRNOG00000021411 LOC689766 689766
ENSRNOG00000013213 Epha4 316539
ENSRNOG00000037175 Prss50 100910205
ENSRNOG00000059679 LOC103692165 103692165
ENSRNOG00000059679 Rtkn 103692165
ENSRNOG00000056701 LOC103695118 103695118
ENSRNOG00000056701 Gtf2a2 103695118
ENSRNOG00000056701 LOC103695118 83828
ENSRNOG00000056701 Gtf2a2 83828
ENSRNOG00000054052 Ppp4r4 500711
ENSRNOG00000042373 Ggta1l1 652927
ENSRNOG00000022698 Vsig10 304529
ENSRNOG00000057458 Oip5 499873
ENSRNOG00000017419 Map3k4 308106
ENSRNOG00000050570 Nrbp1 619579
ENSRNOG00000011338 Hdhd5 312680
ENSRNOG00000056371 Pik3ca 170911
ENSRNOG00000006804 Ppp1r42 683514
ENSRNOG00000046740 LOC688672 688672
ENSRNOG00000060307 Ten1 360664
ENSRNOG00000005790 RGD1306474 362881
ENSRNOG00000003657 Pkmyt1 287101
ENSRNOG00000020552 Fosl1 25445
ENSRNOG00000000562 Prf1 50669
ENSRNOG00000026271 Tmem245 298020
ENSRNOG00000008424 Aagab 171435
ENSRNOG00000008088 Btbd3 311462
ENSRNOG00000008393 Tax1bp1 246244
ENSRNOG00000017369 Mustn1 290553
ENSRNOG00000008141 Nppb 25105
ENSRNOG00000017052 Pianp 312711
ENSRNOG00000056964  102549158
ENSRNOG00000010718 Gpr153 619550
ENSRNOG00000046134 Olr1551 404981
ENSRNOG00000008725 Slc37a3 312255
ENSRNOG00000052814 Ankrd27 361555
ENSRNOG00000060343 Asz1 170578
ENSRNOG00000018950 Fa2h 307855
ENSRNOG00000005701 Il36g 499744
ENSRNOG00000010027 Atr 685055
ENSRNOG00000008570 Cadps 26989
ENSRNOG00000012420 Bcl9l 300673
ENSRNOG00000000543 Frk 79209
ENSRNOG00000001849 Mapk1 116590
ENSRNOG00000012698 Chsy1 292999
ENSRNOG00000033426 Cdc37 114562
ENSRNOG00000014574 Entpd1 64519
ENSRNOG00000004112 RGD1308775 305476
ENSRNOG00000011211 Pex5l 286937
ENSRNOG00000021106 Gramd1a 361550
ENSRNOG00000011728 Fto 291905
ENSRNOG00000011440 Ccdc39 310315
ENSRNOG00000025889 Gnas 24896
ENSRNOG00000006114 Cfap69 100910867
ENSRNOG00000010966 Itgb1 24511
ENSRNOG00000007743 Mgst1 171341
ENSRNOG00000019361 Inpp5j 171088
ENSRNOG00000008543 Pdlim2 290354
ENSRNOG00000007707 Zfp467 500110
ENSRNOG00000057881 Sppl2b 362828
ENSRNOG00000050645 LOC103690067 103690067
ENSRNOG00000050645 Tprkb 103690067
ENSRNOG00000050645 LOC103690067 297411
ENSRNOG00000050645 Tprkb 297411
ENSRNOG00000014353 Sympk 292683
ENSRNOG00000016325 F2 29251
ENSRNOG00000014454 Ap1m1 306332
ENSRNOG00000026517 Vrk3 361565
ENSRNOG00000053731 Olr671 405949
ENSRNOG00000053731 Olr671 295880
ENSRNOG00000058522 Fam214a 300836
ENSRNOG00000040095 LOC680955 680955
