ensembl_gene_id gene_symbol entrezgene_id
ENSRNOG00000003965 Amelx 29160
ENSRNOG00000014385 Wnt2b 116466
ENSRNOG00000007640 Npbwr1 297795
ENSRNOG00000000955 Lnx2 360761
ENSRNOG00000020683 Hnrnpul1 361522
ENSRNOG00000023508 Mfsd2b 500624
ENSRNOG00000009968 Ercc8 310071
ENSRNOG00000017710  500243
ENSRNOG00000005031 Surf6 303076
ENSRNOG00000000185 Mpst 192172
ENSRNOG00000043498 Sik2 315649
ENSRNOG00000017690 Ccsap 307926
ENSRNOG00000015878 Pif1 367645
ENSRNOG00000051904 Neu4 103690047
ENSRNOG00000051904 NEWGENE_1308624 103690047
ENSRNOG00000002793 Sstr2 54305
ENSRNOG00000018972 Rab18 307039
ENSRNOG00000006264 Itfg2 362441
ENSRNOG00000023781 Plec 64204
ENSRNOG00000061794 Olr1418 287313
ENSRNOG00000029678 Znf354b 102556119
ENSRNOG00000015863 Npsr1 300458
ENSRNOG00000032626 Mmp3 171045
ENSRNOG00000024678 Izumo1 499152
ENSRNOG00000006462 Ero1a 171562
ENSRNOG00000001593 Lnpk 362151
ENSRNOG00000030443 Rab9a 84589
ENSRNOG00000033583 LOC100910577 100910577
ENSRNOG00000001466 LOC100361492 100361492
ENSRNOG00000050636 Arhgef10l 684811
ENSRNOG00000035650 Mir3548 100526567
ENSRNOG00000015067 Abhd16b 311720
ENSRNOG00000002352 Tsen15 289083
ENSRNOG00000006795 Apmap 366227
ENSRNOG00000002454 Rnf2 304850
ENSRNOG00000052968 Hnrnpa3 362152
ENSRNOG00000013838 Hcrtr1 25593
ENSRNOG00000014896 Adgrg3 291854
ENSRNOG00000018229 Slc45a1 246258
ENSRNOG00000004903 Ebp 117278
ENSRNOG00000043410 Cfap300 654482
ENSRNOG00000035538 Mirlet7f1 100314277
ENSRNOG00000035538 Mirlet7f1 100526574
ENSRNOG00000021024 Pi4kb 81747
ENSRNOG00000007644 Mbtps2 302705
ENSRNOG00000037437 Golga3 312077
ENSRNOG00000047759 Mir344b-2 100526568
ENSRNOG00000047759 Mir344b-3 100526568
ENSRNOG00000047759 Mir344b-2 104796151
ENSRNOG00000047759 Mir344b-3 104796151
ENSRNOG00000049223 Vipas39 681989
ENSRNOG00000026828 Scfd2 498353
ENSRNOG00000055370 Lce6a 100361652
ENSRNOG00000024213 Golim4 310526
ENSRNOG00000006622 Cry1 299691
ENSRNOG00000058157 Ldlrad3 366138
ENSRNOG00000009334 Knstrn 311325
ENSRNOG00000010685 Tbx18 315870
ENSRNOG00000014303 Lrp11 292462
ENSRNOG00000018009 Rab8b 266688
ENSRNOG00000004993 Olr778 404796
ENSRNOG00000007133 Plxnb2 315217
ENSRNOG00000011584 Gpatch1 292810
ENSRNOG00000059897 Gjb5 29586
ENSRNOG00000015576 Hsdl1 361418
ENSRNOG00000008405 Taco1 360645
ENSRNOG00000006532 H3f3a 117056
ENSRNOG00000006532 H3f3b 117056
ENSRNOG00000049602 Olr318 686787
ENSRNOG00000049602 Olr1874 686787
ENSRNOG00000047555 Olr623 404848
ENSRNOG00000000383 Mypn 309760
ENSRNOG00000042980 Adam19 303068
ENSRNOG00000050181 Chid1 100911881
ENSRNOG00000050181 LOC100911881 100911881
ENSRNOG00000050181 Chid1 293628
ENSRNOG00000050181 LOC100911881 293628
ENSRNOG00000006350 Tle6 299637
ENSRNOG00000002369 Rgs8 54297
ENSRNOG00000020833 Cspg5 50568
ENSRNOG00000016309 Rgp1 313493
ENSRNOG00000015233 Etfa 300726
ENSRNOG00000019028 Znrf1 690769
ENSRNOG00000000653 Nr5a2 60349
ENSRNOG00000009193 Lctl 315750
ENSRNOG00000017284 Nop16 306768
ENSRNOG00000058580 Paip1 365684
ENSRNOG00000003553 Efemp1 305604
ENSRNOG00000058646 Zfp36l1 29344
ENSRNOG00000008297 Oser1 296346
ENSRNOG00000021943 Fam216b 290372
ENSRNOG00000005506 Arhgef5 140898
ENSRNOG00000008425 Nav1 685707
ENSRNOG00000059247 Olr569 404866
ENSRNOG00000011208 Rapsn 362161
ENSRNOG00000024346 Plet1 363060
ENSRNOG00000042897 Nmrk2 100912521
ENSRNOG00000000975 Mcoln1 288371
ENSRNOG00000011684 Auh 361215
ENSRNOG00000021434 Usp51 317398
ENSRNOG00000055401 Kcnc1 25327
ENSRNOG00000016032 Cnnm3 301345
ENSRNOG00000014323 Extl2 310803
ENSRNOG00000033143 Cep295nl 498028
ENSRNOG00000019426 Ramac 293058
ENSRNOG00000053404 Ppcdc 103689921
ENSRNOG00000053404 NEWGENE_1306267 103689921
ENSRNOG00000053404 Ppcdc 363069
ENSRNOG00000053404 NEWGENE_1306267 363069
ENSRNOG00000006392 Xrcc6 25019
ENSRNOG00000015072 Ptgr1 192227
ENSRNOG00000001689 Arl6 363760
ENSRNOG00000005711 Ptprd 313278
ENSRNOG00000048397 Sephs2 308993
ENSRNOG00000019724 Ganab 293721
ENSRNOG00000022483 Trim50 288596
ENSRNOG00000032600 Olr375 293808
ENSRNOG00000060939 Gstm6l 295362
ENSRNOG00000039057 Klf8 302582
ENSRNOG00000004207 Eml5 444982
ENSRNOG00000018102 Coa5 503252
ENSRNOG00000010495 Ttc17 311224
ENSRNOG00000020544 Sdr39u1 361044
ENSRNOG00000022694 Plekhg5 310999
ENSRNOG00000019964 Taok2 64666
ENSRNOG00000004659 Creld2 362978
ENSRNOG00000015811 Olr92 293233
ENSRNOG00000019388 Egfl7 245963
ENSRNOG00000017641 Rnf44 361212
ENSRNOG00000041219 Mir872 100314260
ENSRNOG00000033512 Olr234 293379
ENSRNOG00000033338 Gimap6 297076
ENSRNOG00000035525 Mir148b 100313977
ENSRNOG00000001313 Gnaz 25740
ENSRNOG00000010811 Lalba 24528
ENSRNOG00000038106  100359928
ENSRNOG00000009402 Rabgap1 311911
ENSRNOG00000025693 Tdrd6 316254
ENSRNOG00000017291 Sord 24788
ENSRNOG00000017333 Syt4 64440
ENSRNOG00000046250 LOC100911027 100911027
ENSRNOG00000049686 Mrpl40 287962
ENSRNOG00000047136 Olr229 100911839
ENSRNOG00000047136 LOC100911839 100911839
ENSRNOG00000046925 LOC100912233 100912233
ENSRNOG00000010775 Arrdc4 293019
ENSRNOG00000051995 Vom1r66 494291
ENSRNOG00000010076 Pkp1 304822
ENSRNOG00000008218 Atp6v0e2 436582
ENSRNOG00000017824 Ncoa5 296372
ENSRNOG00000049000 Olr1670 405198
ENSRNOG00000041468 Mir1188 100526588
ENSRNOG00000035596 Mir207 100314253
ENSRNOG00000025520 Lbx1 499362
ENSRNOG00000032448 Tas2r104 100310879
ENSRNOG00000003821 Rptor 287871
ENSRNOG00000003875 Ocrl 317576
ENSRNOG00000029895 Olr752 296004
ENSRNOG00000049297 Ccdc179 499158
ENSRNOG00000009340 Zbtb6 366029
ENSRNOG00000047300 Bdkrb2 25245
ENSRNOG00000027533 Ns5atp4 311934
ENSRNOG00000015283 Nt5c1a 313574
ENSRNOG00000048113 Cbx8 303731
ENSRNOG00000012536 Sgms1 353229
ENSRNOG00000038825 Fabp12 499570
ENSRNOG00000060093 LOC100911156 100911156
ENSRNOG00000024349 Cbarp 314622
ENSRNOG00000024298 LOC685762 685762
ENSRNOG00000005697 Slc6a11 79213
ENSRNOG00000045624 Olr657 295863
ENSRNOG00000006952 Prex1 311647
ENSRNOG00000024786 Asb6 296627
ENSRNOG00000018506 Olr46 405365
ENSRNOG00000008544 B3gnt4 288752
ENSRNOG00000060141 Epdr1 291180
ENSRNOG00000014316 Rapgef1 63881
ENSRNOG00000004494 Lta4h 299732
ENSRNOG00000021139 Esrra 293701
ENSRNOG00000025860 Drc7 291853
ENSRNOG00000010897 Nek6 360161
ENSRNOG00000017467 Rab4a 25532
ENSRNOG00000025117 Noxo1 302976
ENSRNOG00000059303 LOC102552318 102552318
ENSRNOG00000010096 Azi2 316051
ENSRNOG00000018708 Ppp1ca 24668
ENSRNOG00000011705 Stmn2 84510
ENSRNOG00000006298 Cpne3 313087
ENSRNOG00000047897 Olr868 405110
ENSRNOG00000006420 Rbm38 366262
ENSRNOG00000016874 Zfp521 307579
ENSRNOG00000001657 Cldnd1 288182
ENSRNOG00000018920 Slc25a17 300083
ENSRNOG00000061893 Leng1 292535
ENSRNOG00000013703 Siah2 140593
ENSRNOG00000026040 Prss53 499270
ENSRNOG00000009110 Psen1 29192
ENSRNOG00000021399 Cfap298 288269
ENSRNOG00000016545 Ift140 100362124
ENSRNOG00000010357 Lhx9 289048
ENSRNOG00000029267 LOC103694404 103690821
ENSRNOG00000029267 LOC103692785 103690821
ENSRNOG00000029267 LOC103694169 103690821
ENSRNOG00000029267 LOC103693375 103690821
ENSRNOG00000029267 LOC103690821 103690821
ENSRNOG00000029267 Rpl39 103690821
ENSRNOG00000029267 LOC103694404 103693375
ENSRNOG00000029267 LOC103692785 103693375
ENSRNOG00000029267 LOC103694169 103693375
ENSRNOG00000029267 LOC103693375 103693375
ENSRNOG00000029267 LOC103690821 103693375
ENSRNOG00000029267 Rpl39 103693375
ENSRNOG00000029267 LOC103694404 103694404
ENSRNOG00000029267 LOC103692785 103694404
ENSRNOG00000029267 LOC103694169 103694404
ENSRNOG00000029267 LOC103693375 103694404
ENSRNOG00000029267 LOC103690821 103694404
ENSRNOG00000029267 Rpl39 103694404
ENSRNOG00000020668 Cpsf7 365407
ENSRNOG00000048603 Olr121 293257
ENSRNOG00000017712 Cartpt 29131
ENSRNOG00000029223 Prss32 302970
ENSRNOG00000030628 Eif4a1 287436
ENSRNOG00000013248 Wwc2 498630
ENSRNOG00000020039 Slc5a2 64522
ENSRNOG00000012528 Zfyve19 499871
ENSRNOG00000010938 Slc7a10 114518
ENSRNOG00000018613 Crip3 501100
ENSRNOG00000049076 Vwc2 501231
ENSRNOG00000007504 Actr10 299121
ENSRNOG00000010877 Alg9 367083
ENSRNOG00000038616 Cox6b2 654441
ENSRNOG00000001991 Atp5po 192241
ENSRNOG00000047307 Cntfr 313173
ENSRNOG00000058422 Pirb 690955
ENSRNOG00000048212 Krtap26-1 684589
ENSRNOG00000026501 Slc6a19 664630
ENSRNOG00000017826 Mtrr 290947
ENSRNOG00000047267 Olr1679 100910263
ENSRNOG00000047267 LOC100910263 100910263
ENSRNOG00000047267 Olr1679 405193
ENSRNOG00000047267 LOC100910263 405193
ENSRNOG00000022798  290589
ENSRNOG00000004169 Fzr1 314642
ENSRNOG00000028449 LOC100364457 100364457
ENSRNOG00000028449 LOC100360449 100364457
ENSRNOG00000028449 Rpl9 100364457
ENSRNOG00000003228 Mid1ip1 404280
ENSRNOG00000059517  299593
ENSRNOG00000036980 Zgrf1 310880
ENSRNOG00000042649 A4gnt 685758
ENSRNOG00000030201 Olr387 405033
ENSRNOG00000030201 Olr387 292324
ENSRNOG00000004453  299820
ENSRNOG00000027145 Rora 300807
ENSRNOG00000012311 Slc35d3 308717
ENSRNOG00000019599 Olr230 293374
ENSRNOG00000013287 Sall2 305854
ENSRNOG00000006336 Fyco1 301085
ENSRNOG00000054294 Rprd2 100364568
ENSRNOG00000050282 Srcap 361652
ENSRNOG00000010183 Gask1b 310540
ENSRNOG00000049426 Mmab 687861
ENSRNOG00000003816 Tada1 360874
ENSRNOG00000020505 Map4k1 292763
ENSRNOG00000022249 Mllt10 361285
ENSRNOG00000004713 Kcnj16 29719
ENSRNOG00000018377  103694314
ENSRNOG00000026212 Micall1 362958
ENSRNOG00000008310 Mpo 303413
ENSRNOG00000021776 Cenpc 305270
ENSRNOG00000004171 Dnah9 117251
ENSRNOG00000010420 Sem1 680532
ENSRNOG00000004362 Rps6ka5 314384
ENSRNOG00000045742 Cyb5d1 363629
ENSRNOG00000008584 Rnaseh1 298933
ENSRNOG00000006030 Ptprz1 25613
ENSRNOG00000014405 Aprt 292072
ENSRNOG00000009000 Foxj2 502886
ENSRNOG00000004346 Notch3 56761
ENSRNOG00000019612 Haghl 302995
ENSRNOG00000027997 LOC680520 680520
ENSRNOG00000016936 Nadk 100125370
ENSRNOG00000036934 Abhd12 499913
ENSRNOG00000024651 Greb1 500633
ENSRNOG00000022139 Serpinb9d 306890
ENSRNOG00000029881 Clec4m 288378
ENSRNOG00000003834 Map2k4 287398
ENSRNOG00000038437 LOC108350839 108350839
ENSRNOG00000005840 Cacfd1 296599
ENSRNOG00000016559 Tm2d2 290833
ENSRNOG00000005367 Slc12a1 25065
ENSRNOG00000000043 Idua 360904
ENSRNOG00000026035 Fam24a 499278
ENSRNOG00000005916 Ppm1a 24666
ENSRNOG00000048079 Olr1686 100910479
ENSRNOG00000048079 LOC100910479 100910479
ENSRNOG00000048079 Olr1686 294152
ENSRNOG00000048079 LOC100910479 294152
ENSRNOG00000013992 Arfrp1 117051
ENSRNOG00000050554 LOC100362342 100362342
ENSRNOG00000011066 Marchf6 294862
ENSRNOG00000033368 Dand5 685719
ENSRNOG00000009032 Ttll3 362415
ENSRNOG00000023628 Tmem106a 287722
ENSRNOG00000059891 Mrgbp 103691995
ENSRNOG00000059891 NEWGENE_1308612 103691995
ENSRNOG00000059891 Mrgbp 108348058
ENSRNOG00000059891 NEWGENE_1308612 108348058
ENSRNOG00000001080 Arl6ip4 288656
ENSRNOG00000019052 Ankzf1 363255
ENSRNOG00000015077 Acsf3 498962
ENSRNOG00000054203 Sim2 304071
ENSRNOG00000054699 Fam237a 103690541
ENSRNOG00000020503 Cbln3 501998
ENSRNOG00000003512 Gabra1 29705
ENSRNOG00000030983 B3galt5 288161
ENSRNOG00000004292 Sptssa 500651
ENSRNOG00000048524 Mir6216 102465147
ENSRNOG00000026108 Tcof1 291571
ENSRNOG00000048668 Mars2 100911305
ENSRNOG00000048668 LOC100911305 100911305
ENSRNOG00000048668 Mars2 316403
ENSRNOG00000048668 LOC100911305 316403
ENSRNOG00000022710 Prrg4 499847
ENSRNOG00000060941 Krtap2-4 680152
ENSRNOG00000060941 RGD1561684 680152
ENSRNOG00000060941 Krtap2-1 680152
ENSRNOG00000060941 Krtap2-4l 680152
ENSRNOG00000060941 Krtap2-4 501721
ENSRNOG00000060941 RGD1561684 501721
ENSRNOG00000060941 Krtap2-1 501721
ENSRNOG00000060941 Krtap2-4l 501721
ENSRNOG00000001426 Prkrip1 498171
ENSRNOG00000026296 Saxo2 293061
ENSRNOG00000018610 Pde6d 363272
ENSRNOG00000003715 Srpx2 317181
ENSRNOG00000017881 Tas2r126 246219
ENSRNOG00000026605 Ifi27l2b 299269
ENSRNOG00000013240 Ptger4 84023
ENSRNOG00000015271 Zfp418 292548
ENSRNOG00000017837 Znf48 103690203
ENSRNOG00000055915 Ago1 313594
ENSRNOG00000019194 Pitx3 29609
ENSRNOG00000057764 Olr17 405261
ENSRNOG00000050845 Olr1007 288887
ENSRNOG00000032410 Mtus2 498136
ENSRNOG00000053181 Aqp6 29170
ENSRNOG00000030012 Clec4a2 297584
ENSRNOG00000019423 Dvl1 83721
ENSRNOG00000055446 Amfr 361367
ENSRNOG00000026548 Dhrs7c 287411
ENSRNOG00000058187 H2bc9 100359692
ENSRNOG00000012038 Htr1d 25323
ENSRNOG00000017054 Kcne3 63883
ENSRNOG00000004143 Adipor1 289036
ENSRNOG00000015520 Ticrr 308768
ENSRNOG00000047873 Sec22c 687022
ENSRNOG00000048341 LOC100360143 100360143
ENSRNOG00000048341 LOC688335 100360143
ENSRNOG00000048341 LOC100360143 688335
ENSRNOG00000048341 LOC688335 688335
ENSRNOG00000010888 Ankrd33b 310200
ENSRNOG00000015150 Spg7 353231
ENSRNOG00000019100 Kif2c 171529
ENSRNOG00000006554 Fam149b1 289900
ENSRNOG00000028802 Olr250 405923
ENSRNOG00000023035 Smim8 297971
ENSRNOG00000015125 Spsb2 297592
ENSRNOG00000015125 LOC100911548 297592
ENSRNOG00000019693 Clpb 65041
ENSRNOG00000028810 Gzmf 266704
ENSRNOG00000049157 Olr1065 304633
ENSRNOG00000049157 LOC100910887 304633
ENSRNOG00000050508 Mir3552 100526569
ENSRNOG00000027383 Sntn 498456
ENSRNOG00000002046 Cd200r1l 501779
ENSRNOG00000026985 Phldb1 171434
ENSRNOG00000006408 Olr693 404821
ENSRNOG00000011402 Isg20l2 361977
ENSRNOG00000017571 Ndufa2 291660
ENSRNOG00000029567 LOC103690070 361873
ENSRNOG00000029567 Cxadrl1 361873
ENSRNOG00000061898 Olr695 103690375
ENSRNOG00000061898 LOC103690375 103690375
ENSRNOG00000021552 Uprt 317237
ENSRNOG00000031763 Olr427 405112
ENSRNOG00000049162 Prr15l 688163
ENSRNOG00000035566 Mir298 100314250
ENSRNOG00000012469 Ints14 300782
ENSRNOG00000011135 Gtf2b 81673
ENSRNOG00000009580 Lca5 300866
ENSRNOG00000048739 Olr447 295719
ENSRNOG00000010650 Plekhh1 314262
ENSRNOG00000048726 Clec2d 113937
ENSRNOG00000010344 B4galnt3 500306
ENSRNOG00000018349 Polr1b 83582
ENSRNOG00000023809 Opcml 116597
ENSRNOG00000005801 Stx17 252853
ENSRNOG00000059860 LOC108353047 108353047
ENSRNOG00000047291 Olr1274 100910402
ENSRNOG00000047291 LOC100910402 100910402
ENSRNOG00000047291 LOC100910409 100910402
ENSRNOG00000047291 LOC100910199 100910402
ENSRNOG00000047291 LOC100910051 100910402
ENSRNOG00000047291 LOC100909993 100910402
ENSRNOG00000047291 Olr1274 100910409
ENSRNOG00000047291 LOC100910402 100910409
ENSRNOG00000047291 LOC100910409 100910409
ENSRNOG00000047291 LOC100910199 100910409
ENSRNOG00000047291 LOC100910051 100910409
ENSRNOG00000047291 LOC100909993 100910409
ENSRNOG00000047291 Olr1274 405086
ENSRNOG00000047291 LOC100910402 405086
ENSRNOG00000047291 LOC100910409 405086
ENSRNOG00000047291 LOC100910199 405086
ENSRNOG00000047291 LOC100910051 405086
ENSRNOG00000047291 LOC100909993 405086
ENSRNOG00000056707  102552356
ENSRNOG00000021289 Rbbp5 304794
ENSRNOG00000032339 Rasl12 315762
ENSRNOG00000001878 Klhl22 303792
ENSRNOG00000042556 Bmyc 311807
ENSRNOG00000011200 Bhmt 81508
ENSRNOG00000037661 Tmsb15b2 286978
ENSRNOG00000010128 Slc27a2 65192
ENSRNOG00000047663 LOC108348091 103689972
ENSRNOG00000047663 Gata1 103689972
ENSRNOG00000047663 LOC108348091 108348091
ENSRNOG00000047663 Gata1 108348091
ENSRNOG00000042119 Trav12-3 691058
ENSRNOG00000020081 As3mt 140925
ENSRNOG00000002578 Serpinb3a 498209
ENSRNOG00000009664 Ankrd42 293117
ENSRNOG00000049135 LOC102548541 102548541
ENSRNOG00000011441 Tpd52 294900
ENSRNOG00000059744 Atxn7l3b 100192313
ENSRNOG00000016942 Wdr48 363164
ENSRNOG00000012053 S100a16 361991
ENSRNOG00000056108  315484
ENSRNOG00000016952 Uqcr11 690848
ENSRNOG00000007443 Jag1 29146
ENSRNOG00000023148 Col11a1 25654
ENSRNOG00000003064 Bst1 81506
ENSRNOG00000043060 Dnajc4 361717
ENSRNOG00000050511 LOC100910838 100910838
ENSRNOG00000028632 Bcl2l14 500348
ENSRNOG00000019451 Smtn 289734
ENSRNOG00000011228 Layn 500996
ENSRNOG00000011658 Tex30 301381
ENSRNOG00000001204 Ankrd13a 360823
ENSRNOG00000058748 Olr681 404824
ENSRNOG00000046453 Defa9 498658
ENSRNOG00000047650 Olr654 404831
ENSRNOG00000047650 Olr654 404829
ENSRNOG00000058658 Mtch2 295922
ENSRNOG00000046038 LOC100912327 100912327
ENSRNOG00000025895 Cavin2 316384
ENSRNOG00000016203 Efna2 84358
ENSRNOG00000034089 Ttc21a 301065
ENSRNOG00000022975 Nfam1 362966
ENSRNOG00000016479 Plekhg4 307796
ENSRNOG00000061871 LOC103692128 103692128
ENSRNOG00000061871 LOC103689925 103692128
ENSRNOG00000061871 Hoxa9 103692128
ENSRNOG00000061871 LOC103692128 297099
ENSRNOG00000061871 LOC103689925 297099
ENSRNOG00000061871 Hoxa9 297099
ENSRNOG00000031060 LOC498826 498826
ENSRNOG00000048288 Taf12 682902
ENSRNOG00000010253 Cd163 312701
ENSRNOG00000041554 Mir1306 102465144
ENSRNOG00000000692 Ung 304577
ENSRNOG00000001469 Eln 25043
ENSRNOG00000058382 Olr865 298474
ENSRNOG00000053118 LOC103694867 103694867
ENSRNOG00000004476 Wif1 114557
ENSRNOG00000049174 Olr839 298734
ENSRNOG00000010189 Rps24 81776
ENSRNOG00000042025  303556
ENSRNOG00000011151 Tenm4 308831
ENSRNOG00000002478 Insig2 288985
ENSRNOG00000057141 RGD1561730 498169
ENSRNOG00000009592 Cyb5r3 25035
ENSRNOG00000046714 LOC301165 100359586
ENSRNOG00000046714 LOC301165 301165
ENSRNOG00000006098 Sox30 689918
ENSRNOG00000051838 LOC680989 680989
ENSRNOG00000051606 LOC100360380 100360380
ENSRNOG00000017089 Prl6a1 24657
ENSRNOG00000048016 LOC102556337 301563
ENSRNOG00000048016 Mff 301563
ENSRNOG00000031680 RGD1564548 500882
ENSRNOG00000005404 Rasgrp1 29434
ENSRNOG00000016853 Dsg1 291755
ENSRNOG00000011059 Ttbk2 311349
ENSRNOG00000021881 Metap2 64370
ENSRNOG00000045790 Fam50a 100910130
ENSRNOG00000045790 LOC100910130 100910130
ENSRNOG00000024899 Cxcl13 498335
ENSRNOG00000019596 Smg9 365215
ENSRNOG00000008099 Galnt12 313233
ENSRNOG00000014139 Sclt1 266809
ENSRNOG00000007437 Irf5 296953
ENSRNOG00000057664 Olr811 103692138
ENSRNOG00000057664 LOC103692138 103692138
ENSRNOG00000023881 Skap1 286975
ENSRNOG00000008062 Dqx1 680434
ENSRNOG00000003717 Cnih4 289324
ENSRNOG00000024733 Mnd1 295160
ENSRNOG00000000873 Brs3 260319
ENSRNOG00000013149 Vps33b 64060
ENSRNOG00000013027 Rgl3 300444
ENSRNOG00000032729 Bex2 363498
ENSRNOG00000021525 Nbeal1 689253
ENSRNOG00000052668 Tcf24 680678
ENSRNOG00000019743 Tmem63b 363197
ENSRNOG00000043345 Rnf168 690043
ENSRNOG00000000664 Tpst2 288719
ENSRNOG00000001427 Orai2 304592
ENSRNOG00000017540 Spata3 363270
ENSRNOG00000028891 Cyp2t1 171380
ENSRNOG00000037610 Trap1a 680619
ENSRNOG00000006393 Sirt6 299638
ENSRNOG00000026691 Coq4 366013
ENSRNOG00000029644 Clec2l 296985
ENSRNOG00000010463 Cpa4 502736
ENSRNOG00000011039 Gch1 29244
ENSRNOG00000010353 Dnajb6 362293
ENSRNOG00000000412 Slc35f1 502421
ENSRNOG00000004660 Fzd6 282581
ENSRNOG00000051911 Rbp3 24711
ENSRNOG00000056428  294429
ENSRNOG00000049057 Znrf2 362367
ENSRNOG00000008815 Fbxo46 292686
ENSRNOG00000049512 Olr1303 100910667
ENSRNOG00000049512 LOC100910667 100910667
ENSRNOG00000013907 Sall1 307740
ENSRNOG00000009583 RGD1563352 500119
ENSRNOG00000007652 Il13 116553
ENSRNOG00000016632 Dsg3 291752
ENSRNOG00000027370 LOC690114 690114
ENSRNOG00000033560 Polr3c 310685
ENSRNOG00000011387 Tet3 680576
ENSRNOG00000001347 Adam1a 56777
ENSRNOG00000025638 Npm2 290359
ENSRNOG00000059880 Rubcn 303885
ENSRNOG00000010980 Proser1 310417
ENSRNOG00000029165 Stx1a 116470
ENSRNOG00000010507 Mmp7 25335
ENSRNOG00000010218 NEWGENE_619861 108348073
ENSRNOG00000010218 Eif5 108348073
ENSRNOG00000010218 NEWGENE_619861 56783
ENSRNOG00000010218 Eif5 56783
ENSRNOG00000001315 Rsph14 365552
ENSRNOG00000061776 Olr1051 288839
ENSRNOG00000043334 Olr878 304610
ENSRNOG00000011234 LOC690283 690283
ENSRNOG00000055042 Gprin2 306284
ENSRNOG00000057470 Pla2g12a 362039
ENSRNOG00000010267 Klhdc10 312199
ENSRNOG00000042220 Vsx1 689704
ENSRNOG00000004640 Mtfp1 289745
ENSRNOG00000018491 Chchd5 296147
ENSRNOG00000004737 Cd48 245962
ENSRNOG00000043077 Zfpm1 691504
ENSRNOG00000019884 LOC103691238 103691238
ENSRNOG00000043194 Skint1 689801
ENSRNOG00000011000 Rims1 84556
ENSRNOG00000016029 Rb1 24708
ENSRNOG00000024843 Prl8a9 171406
ENSRNOG00000020647 Ctsg 290257
ENSRNOG00000052745 Met 24553
ENSRNOG00000001201 Cstb 25308
ENSRNOG00000002001 Itsn1 29491
ENSRNOG00000012406 Pcbp4 363133
ENSRNOG00000006984 Mapk11 689314
ENSRNOG00000002553 Smim14 364154
ENSRNOG00000015526 Rhcg 293048
ENSRNOG00000022414 Zfp142 316524
ENSRNOG00000059073 Slamf1 498286
ENSRNOG00000050214 Amt 306586
ENSRNOG00000003174 Tapt1 305386
ENSRNOG00000026770 Tspy26 296280
ENSRNOG00000042126 Lsm5 306222
ENSRNOG00000029808 LOC100360244 100360244
ENSRNOG00000052051 Slc24a1 56814
ENSRNOG00000038654 LOC103694404 103690821
ENSRNOG00000038654 LOC103692785 103690821
ENSRNOG00000038654 LOC103694169 103690821
ENSRNOG00000038654 LOC103693375 103690821
ENSRNOG00000038654 LOC103690821 103690821
ENSRNOG00000038654 Rpl39 103690821
ENSRNOG00000038654 LOC103694404 103694404
ENSRNOG00000038654 LOC103692785 103694404
ENSRNOG00000038654 LOC103694169 103694404
ENSRNOG00000038654 LOC103693375 103694404
ENSRNOG00000038654 LOC103690821 103694404
ENSRNOG00000038654 Rpl39 103694404
ENSRNOG00000000081 Antxr2 305633
ENSRNOG00000030156 LOC102547344 102547344
ENSRNOG00000014706 Dbx1 292934
ENSRNOG00000000245 Slc16a6 303772
ENSRNOG00000046224 LOC100909683 100909683
ENSRNOG00000001309 Camkk2 83506
ENSRNOG00000020770 Arl4d 303559
ENSRNOG00000025926 Heatr5b 362683
ENSRNOG00000006283 LOC100362400 100359922
ENSRNOG00000006283 LOC100359922 100359922
ENSRNOG00000006283 LOC100362400 100360491
ENSRNOG00000006283 LOC100359922 100360491
ENSRNOG00000006283 LOC100362400 100361259
ENSRNOG00000006283 LOC100359922 100361259
ENSRNOG00000006283 LOC100362400 100362400
ENSRNOG00000006283 LOC100359922 100362400
ENSRNOG00000015679 Dok4 361364
ENSRNOG00000019181 Synpo 60324
ENSRNOG00000054736 Vom2r16 690691
ENSRNOG00000003264 Nat9 303669
ENSRNOG00000007567 Rem1 366232
ENSRNOG00000016358 Apba2 83610
ENSRNOG00000049794 Olr479 295748
ENSRNOG00000042686 Trim34 101241893
ENSRNOG00000003959 Rgs18 289076
ENSRNOG00000015488 Tead1 361630
ENSRNOG00000007591 Slc45a3 304785
ENSRNOG00000049269 RGD1563294 500303
ENSRNOG00000023463 Parp9 303905
ENSRNOG00000030629 Camkmt 299521
ENSRNOG00000007542 Scg5 25719
ENSRNOG00000010369 Dhx29 100362324
ENSRNOG00000006103 Tbc1d31 299949
ENSRNOG00000026644 Glipr1 299783
ENSRNOG00000031013 RGD1306195 313163
ENSRNOG00000015591 Cndp2 291394
ENSRNOG00000016659 Habp2 292126
ENSRNOG00000019754 Gdap2 362004
ENSRNOG00000001470 Limk1 65172
ENSRNOG00000017609 Cnga4 85258
ENSRNOG00000028227 Pbrm1 306254
ENSRNOG00000006989 Vamp2 24803
ENSRNOG00000012647 Nkx2-4 366213
ENSRNOG00000026636 Urm1 311840
ENSRNOG00000012434 Zfp598 287119
ENSRNOG00000055849 Lpcat2b 289439
ENSRNOG00000061238 Wnt10b 315294
ENSRNOG00000004921 Nusap1 311336
ENSRNOG00000005772 Hacd4 362540
ENSRNOG00000014552 LOC100909657 100909657
ENSRNOG00000019934 Paip2 361309
ENSRNOG00000055716 Oscar 292537
ENSRNOG00000007583 Pygb 25739
ENSRNOG00000008616 Ubr3 311115
ENSRNOG00000011382 Wdr33 307524
